mz_rt,weight,log2FC,tstat,pval,padj,abs_weight,neglog10_padj
600.367801_148.341,0.0737009719216807,0.6164960192973357,3.733948038965702,0.0007348741211071,0.0083680827338971,0.0737009719216807,2.0773740346554153
732.6160842_761.338,-0.0734506855102081,-1.094598483441361,-5.350656412266266,7.162208810451783e-06,0.0001872784970436,0.0734506855102081,3.7275120846184064
925.7130674_776.514,0.0706894612140331,0.6278186885265152,4.039183524352807,0.0003136803695537,0.0040265152891812,0.0706894612140331,2.3950706474980605
900.7969099_847.4685,0.070360510749571,0.4596200570019292,3.8644313332191498,0.0005117911512528,0.006229733668698,0.070360510749571,2.205530519743277
610.6260824_566.8925,0.0698968525684649,2.639436120180214,3.080478992973976,0.0042251827704299,0.0347313226018883,0.0698968525684649,1.4592786780262696
694.4319813_200.8635,0.0673265765080161,0.4621215646233127,4.225383458676287,0.0001851818656677,0.0026681305543146,0.0673265765080161,2.573792923769272
480.4070041_344.109,0.0668123418588592,0.4588153360334156,3.118022418903639,0.0038341284060241,0.0332992693717564,0.0668123418588592,1.4775652953614147
608.4317822_199.537,0.064497316147963,0.4491039230339909,3.2223662764323353,0.0029200877243577,0.026430537607648,0.064497316147963,1.57789400305594
665.4745286_78.4144,0.0632074514808427,0.5854621343911285,3.069628620337586,0.0043450759335681,0.0352600414838977,0.0632074514808427,1.4527171810832862
816.5777393_397.762,0.0625755747145866,0.6197727485048748,2.784771111060784,0.0089225118779198,0.0594272960925605,0.0625755747145866,1.2260140294388282
766.5819893_626.3695,-0.0625691421380359,-0.1825651436506865,-3.6240959274474625,0.0009937475721308,0.0104714296406626,0.0625691421380359,1.9799940210274685
620.4311175_207.671,0.0618444471316996,0.6447147579109004,2.6628144257508004,0.0120258886008986,0.069592437313397,0.0618444471316996,1.1574379530836199
506.2899384_123.09,0.0609339917562397,0.630061287455074,3.0883845655509305,0.0041398138438727,0.0347313226018883,0.0609339917562397,1.4592786780262696
676.6630421_736.925,-0.0606845483884395,-0.4365864305435125,-3.9618134343971625,0.0003898555944029,0.0049149651722947,0.0606845483884395,2.3084795552547996
749.558986_495.338,-0.0606006951137538,-0.2879582134404292,-3.7260033410770688,0.0007511563158363,0.0084177199838169,0.0606006951137538,2.0748055251912056
736.5444049_626.443,-0.0603979123421372,-0.1918366391073937,-3.7716913060317503,0.0006620933607736,0.0079226764865452,0.0603979123421372,2.101128077631003
654.3989926_114.523,0.0594891197406532,0.4895315763266705,2.900909271818156,0.0066781398913262,0.0486058429203744,0.0594891197406532,1.3133115209527055
622.4477609_347.842,0.059165049798513,0.3948532515216547,2.9042072404530375,0.0066229229981217,0.0486058429203744,0.059165049798513,1.3133115209527055
708.6319509_774.411,0.058344847113252,0.6022549160949972,2.6699714389738047,0.011819077771679,0.069592437313397,0.058344847113252,1.1574379530836199
864.5754993_459.538,0.0579482014927882,0.5368130652163237,3.0124833506740116,0.00503162998291,0.0394703418659391,0.0579482014927882,1.403729112017256
897.6963919_777.438,0.0576348051306955,0.6817970372148551,3.40530912697218,0.0017971070485411,0.0176216330037503,0.0576348051306955,1.7539538478163923
634.4472057_230.189,0.0575940827683113,0.4762914553775872,2.825006136049314,0.0080751396803693,0.0564460258845617,0.0575940827683113,1.2483666294194677
740.6946069_780.246,0.0565940846361215,0.4965780610376873,2.7695697425189136,0.0092637788198087,0.0605576652480087,0.0565940846361215,1.21783087705905
652.3842637_132.7375,0.0557366788389559,0.4165546556376283,4.312587365216284,0.0001444395821901,0.0021696669154517,0.0557366788389559,2.6636069333793646
928.8328089_848.39,0.0557120170165068,0.3480523916114701,2.655498377925259,0.0122407620984953,0.0702599840775422,0.0557120170165068,1.1532919529646641
766.709348_809.2545,0.0556405421953622,0.5155822437870662,2.663750286723252,0.011998656140446,0.069592437313397,0.0556405421953622,1.1574379530836199
952.833907_811.397,0.055479523033674,0.4795585483596535,3.114667683844479,0.003867620521932,0.0332992693717564,0.055479523033674,1.4775652953614147
508.3055304_165.1735,0.0553028099053421,0.4836841819264803,2.5801970854766214,0.0146687518984897,0.0809073346901076,0.0553028099053421,1.092012105445228
898.783054_829.848,0.0551182504190564,0.3685144463230011,2.952430442856526,0.0058630823892267,0.0440354911361075,0.0551182504190564,1.3561971555257866
568.4303239_440.1145,-0.0549490630825907,-0.5300723445855255,-4.09002261509177,0.000271779134564,0.003837521380045,0.0549490630825907,2.415949191916138
883.7665778_829.435,0.0548762374982704,0.3752388636473627,2.9928960008220553,0.005289725518316,0.0410389694058367,0.0548762374982704,1.3868035540116914
760.5137961_299.244,0.0544696841290235,0.4324036244780891,2.495734961677617,0.0179163356405732,0.0943950221063036,0.0544696841290235,1.0250509074897032
534.3145344_41.5821,0.0538274647611701,1.7738800485371973,2.3466700369179505,0.0252961168398906,0.1137519648978522,0.0538274647611701,0.9440410928077771
882.7632826_829.512,0.0537157597454272,0.355483266275423,2.801817179804958,0.0085538292021076,0.058067340545077,0.0537157597454272,1.2360680639795296
896.7635916_793.739,0.052697861223552,0.57864205255304,3.3701292926162933,0.0019744166955615,0.0189709835839732,0.052697861223552,1.7219101517671995
841.7178946_678.8495,-0.0526021920644907,-0.4973007299703321,-3.540651305604815,0.0012474524950427,0.0129514920808854,0.0526021920644907,1.8876801956624993
738.6048386_816.287,0.0524825929468458,0.5368858050317213,2.474529620588986,0.0188293560277053,0.0959499705687024,0.0524825929468458,1.0179551541421845
771.639778_668.276,-0.0523445942017445,-0.2941107985286108,-4.234492169070343,0.0001804456996642,0.0026540554992283,0.0523445942017445,2.576089999799922
922.7863605_823.546,0.0515237641867559,0.3403870240372609,3.3674742390005243,0.0019884600357139,0.0189709835839732,0.0515237641867559,1.7219101517671995
530.2880779_118.1435,0.0513135034579083,0.464717534014784,2.635277030992683,0.0128533282022281,0.0725955976861848,0.0513135034579083,1.1390897148173544
946.7800438_798.293,0.0512543860250164,0.5898189949431274,3.274351712714987,0.002546370455587,0.0236544413374272,0.0512543860250164,1.6260873045140714
901.8008875_827.3145,0.0508775981529151,0.1886481703602857,2.41624255935695,0.0215627039911255,0.1037818875913443,0.0508775981529151,0.9838784345945523
636.4627411_230.591,0.0507083443862665,0.5040932232570405,2.3287282050747984,0.0263495734635928,0.1169987350018652,0.0507083443862665,0.9318188338493899
923.7886601_823.752,0.0503985000170666,0.3079667063731859,3.2370588271460567,0.0028094606490328,0.0257594703664572,0.0503985000170666,1.5890630706324782
882.608889_550.6035,0.0498904884037034,0.2785880075396856,3.1771581987586655,0.0032871740555624,0.0292476182024691,0.0498904884037034,1.5339094951764023
851.7147292_791.087,0.0493599012100942,0.6822256074313588,3.058690416756913,0.0044692029089291,0.035855196064818,0.0493599012100942,1.4454478983293044
877.7249998_825.6565,-0.0493416039581147,-0.2929206955836119,-3.0799707674666683,0.0042307276823829,0.0347313226018883,0.0493416039581147,1.4592786780262696
769.6241555_637.1585,-0.0492501759609875,-0.2860329878990278,-2.9536865095565874,0.0058444353694052,0.0440354911361075,0.0492501759609875,1.3561971555257866
698.6114945_752.34,0.0492213128076203,0.4273639328802759,2.3934369632862538,0.0227272592887551,0.1067959325713664,0.0492213128076203,0.9714452875270261
808.5824703_595.555,0.0491501013276592,0.1267364374297339,2.0114489224757817,0.0527636707547109,0.1826036840824799,0.0491501013276592,0.7384904646957408
818.673641_646.251,0.0490424918229186,0.3707312502898206,2.1212640750605853,0.0417405976683236,0.1592911456964135,0.0490424918229186,0.7978083640736996
344.2803691_68.507,-0.0488202506216671,-0.4880658945038109,-3.5260726536336113,0.0012977790771237,0.0132787250499904,0.0488202506216671,1.8768436215293576
1007.882522_822.841,0.0481423700784389,0.3523517085957219,2.151481318525221,0.0390895102554661,0.152947099476802,0.0481423700784389,0.8154587546594522
829.7185894_714.266,-0.0480736570894987,-0.320261197171346,-2.6827302103424375,0.0114585670906764,0.0685571895425216,0.0480736570894987,1.1639469943402887
895.7582178_806.165,0.0470426462681195,0.5228145053275848,3.043319621472465,0.0046493257721693,0.0368811684848492,0.0470426462681195,1.4331953278981473
568.4303491_385.814,-0.0464794407388539,-0.5163841500665025,-3.17402566956329,0.0033141776999965,0.0292476182024691,0.0464794407388539,1.5339094951764023
832.5763262_494.4135,0.0464742064227687,0.3406075660103134,3.477839240982104,0.0014786449786228,0.0149131907843958,0.0464742064227687,1.8264294261780625
792.568685_390.741,0.0463349121094689,0.5026616434224015,2.200655354612308,0.0350944610589269,0.1440505203930372,0.0463349121094689,0.8414851684601649
701.5614088_516.855,-0.0462310408701384,-0.272391877359708,-3.0800256182567747,0.0042301289093132,0.0347313226018883,0.0462310408701384,1.4592786780262696
356.2803712_67.6889,-0.0461118669157221,-0.5276922727209912,-3.704998514409185,0.0007959113587274,0.0087798971759625,0.0461118669157221,2.056510570218451
884.7707812_818.3385,0.0460327407926226,0.3755805534142089,2.9861038800984483,0.0053821099401325,0.0413018436710175,0.0460327407926226,1.3840305614603554
368.2804467_66.58815,-0.0458908188760979,-0.4353808834673811,-2.479744263211892,0.0186009644506249,0.0958560649791327,0.0458908188760979,1.018380403353055
858.7647794_843.899,0.0452636513337671,0.1617073666765969,2.0048291685641755,0.0535030792286094,0.1833649220164964,0.0452636513337671,0.7366837419033978
348.3120948_248.55,-0.0448542025458183,-0.2096935621023877,-1.9990674404145523,0.0541540081744646,0.1846991776385121,0.0448542025458183,0.7335350382243575
556.3060761_124.961,0.0447259329331396,0.4292991666322075,2.1943755926974764,0.0355834731106173,0.1452134798618257,0.0447259329331396,0.8379930671215904
827.714631_805.271,0.0444972420481214,0.5372894573057895,2.714401139447234,0.0106073786238178,0.0662726487470386,0.0444972420481214,1.1786656714304127
813.6871368_642.829,-0.044350750819381,-0.443031855252905,-3.3372903459176833,0.0021550081438213,0.020285809993838,0.044350750819381,1.6928076466320197
826.5453146_462.1995,0.0442692040410892,0.8084939754744409,2.3846440802634303,0.0231913452216733,0.107013658343146,0.0442692040410892,0.9705607890016624
734.626377_595.605,-0.0437030005731124,-0.5457232943074245,-2.883937459908964,0.0069692101482619,0.0502067588231932,0.0437030005731124,1.2992378142886052
840.5778511_406.702,0.0435486843126136,0.5277817471688216,2.114420228111279,0.0423627377872248,0.159995176625857,0.0435486843126136,0.79589310982126
528.2741783_95.4762,0.0434446655178044,0.7962602586962134,2.2250526981585375,0.0332511383877281,0.1389071224954798,0.0434446655178044,0.857275485139425
